,Comment
2145,"['statment', 'bgt']"
2146,"['rakyat', 'ucap', 'terima', 'kasih', 'komsi', 'dprmoga', 'komisi', 'yg', 'jugakarena', 'rakyat', 'yg', 'pilihjadi', 'bela', 'rakyat']"
2147,"['ribka', 'tjiptaning']"
2148,"['mbok', 'sistemkyak', 'ditaiwan', 'jd', 'kontroldgn', 'kartu', 'asuransikita', 'cek', 'selutuhnya', 'sakit', 'biaya']"
2149,"['ken', 'curhat', 'bu', 'ciptaningingin', 'cerita', 'yg', 'lapang', 'laku', 'rumah', 'sakit', 'tugas', 'bpjssangat', 'yg', 'manusia', 'wi']"
2150,"['maaf', 'tonton', 'bu', 'ciptaning', 'haru', 'nang', 'juang', 'untukrakyat', 'kecilkalau', 'cocok', 'paryai', 'cilik']"
2151,"['makanyaralyat', 'tegah', 'ataslebih', 'percaya', 'dokter', 'dokter', 'nang', 'malaysia', 'dokter', 'indonesiabukti', 'lo', 'bu', 'ciptaning']"
2152,"['rs', 'kelas']"
2153,"['kerudung', 'ping', 'ngupil']"
2154,"['mouddarrrr', 'knentrian', 'kesehtan']"
2155,"['bubarin', 'ajaa', 'bpjs', 'ribet', 'banget']"
2156,"['kalo', 'warga', 'negara', 'indonesia', 'tolak', 'rs', 'tunjukin', 'aja', 'vidio']"
2157,"['ribka', 'mantap', 'yg']"
2158,"['difisitnya', 'tugas', 'bpjs', 'sendiricoba', 'bpjs', 'cabangpelayanan', 'urus', 'kantor', 'bpjs', 'berbelitbersabkenapa', 'mudah', 'sulit', 'sulit', 'dipermudahbolak', 'kartu', 'haritrus', 'kartu', 'kirim', 'ketigapostapakah', 'beban', 'uang', 'bpjsbelum', 'satpam', 'depan', 'galak', 'tdk', 'kalu', 'siangbelum', 'malamyang', 'aman', 'cs', 'bersablolos', 'syarat', 'satpam', 'satpan', 'apa', 'boros', 'dana']"
2159,"['kartu', 'kis', 'tpi', 'ktp', 'gmn']"
2160,"['bubar', 'bpjs']"
2161,"['tuju', 'dngn', 'bu', 'ribkaapa', 'yg', 'ungkap', 'situasi', 'negeri', 'maju', 'bu']"
2162,"['gaji', 'perdana', 'pegawai', 'gaji', 'th']"
2163,"['bpjs', 'tuh', 'bkn', 'tp', 'lompat', 'gila', 'rakyat', 'kcl', 'menang']"
2164,"['kalo', 'rapat', 'komisi', 'mana', 'dilive']"
2165,"['verifikasi', 'data', 'bgtbiar', 'elo', 'bpjs', 'rumah', 'sakit', 'korupsi']"
2166,"['bpjs', 'kelas', 'layan', 'batas', 'smoga', 'depan', 'bpjs', 'tingkat', 'lindung', 'social', 'sehat', 'rakyat', 'preventive', 'laku', 'bpom', 'awas', 'makan', 'guburnur', 'jaga', 'kualitas', 'lingkung', 'udara', 'air', 'bwt', 'rakyat', 'bpja', 'terima', 'bantu', 'uanh', 'dri', 'csr', 'donatur']"
2167,"['nih', 'kualiatas', 'anggota', 'dpr', 'kayak', 'bu', 'ribka', 'coba', 'jadi', 'kementrain', 'tuh', 'bpjs', 'tingkat', 'daerah', 'nyaman', 'unutk', 'obat', 'rs', 'rekan', 'bpjs']"
2168,"['ribka', 'klo', 'gak', 'sanggup', 'mikir', 'rugi', 'mundur', 'negara', 'bisnis', 'rakyat', 'hebat']"
2169,"['betuuull', 'bpjs', 'warga', 'jaddi', 'segan', 'obat', 'laaah', 'akibat', 'rumah', 'sakit', 'ubah', 'komersial', 'yg', 'segan', 'utk', 'obat', 'gw', 'sakit', 'tivus', 'dikos', 'obat', 'rumah', 'sakit', 'takut', 'saking', 'pikir', 'dana', 'takut', 'gw', 'tagih', 'biaya', 'dgn', 'alas', 'bpjs', 'gw', 'gak', 'laku', 'karna', 'beda']"
2170,"['pilih', 'faskes', 'sempat', 'milih', 'tau', 'tau', 'bpjs', 'puskesmas', 'keluarga', 'like']"
2171,"['jiptaning', 'lu', 'marah', 'presiden', 'jgn', 'marah', 'direktur', 'bpjs', 'tuh', 'duit', 'dipake', 'bangun', 'tol', 'sih']"
2172,"['sebehnya', 'main', 'hp']"
2173,"['gabung', 'dlm', 'bpjs', 'hrs', 'lengkap', 'syarat', 'administrasi', 'yg', 'hrs', 'penuh', 'sprt', 'fotocopy', 'ktp', 'kk', 'daftar', 'isi', 'bpjs', 'buku', 'bank', 'plat', 'merah', 'auto', 'debet', 'minggu', 'tuju', 'bpjs', 'aktif', 'bayar', 'hrs', 'laku', 'sesuai', 'kelas', 'yg', 'pilih', 'hrsnya', 'dokumen', 'yg', 'lengkap', 'hrs', 'tembus', 'departemen', 'sehat', 'sosial', 'data', 'backup', 'krn', 'department', 'tsb', 'penting', 'yg', 'sesuai', 'dgn', 'data', 'pasien', 'dll', 'perintah', 'hilang', 'bayar', 'potensial', 'mandiri', 'yg', 'dgn', 'sadar', 'bayar', 'iur', 'waktu', 'naik', 'ramai', 'pindah', 'kelas', 'hrsnya', 'kena', 'tarif', 'kena', 'bg', 'yg', 'blm', 'gabung', 'bpjs', 'konsekwensi', 'solusi', 'klu', 'contoh', 'cina', 'bangun', 'rumah', 'sakit', 'yg', 'daerah', 'tingkat', 'kabupaten', 'dgn', 'fasilitas', 'kelas', 'kamar', 'moga', 'manfaat']"
2174,"['moga', 'rapat', 'sebgai', 'rapatabal', 'abal', 'alias', 'rekayasa', 'doangsmoga', 'menteri', 'sehat', 'bpjs', 'putus', 'baik', 'butuh', 'rakyathayoo', 'dieut', 'bpjs', 'menkesputuskan', 'naik', 'golong', 'bpjs', 'mandiri']"
2175,"['mantaaap', 'anggota', 'dprri', 'pro', 'rakyatkami', 'harap', 'yaa', 'kaya', 'gin', 'lhomemahas', 'penting', 'rakyatnyamantaap', 'yg', 'dprri']"
2176,"['aq', 'tdk', 'dpt', 'kartu', 'spt', 'digital']"
2177,"['kwajiban', 'iur', 'bpjs', 'spesifik', 'yg', 'bayar', 'bayar', 'dgn', 'iur', 'max', 'ribubln', 'jgn', 'bayar', 'perintah', 'yg', 'bayar', 'perintah', 'yg', 'dana', 'bpjs', 'surplustidak', 'beban', 'apbn']"
2178,"['alam', 'dirumahsakit', 'sbg', 'kasir', 'nolak', 'pasien', 'yg', 'gak', 'bayar', 'jadi', 'marah', 'bayi', 'yg', 'lahir', 'kembar', 'tahan', 'rumahsakit', 'gak', 'bayar', 'biaya', 'salin', 'juta', 'nurani', 'paksa', 'mati', 'sdh', 'resign', 'nyari', 'kerja']"
2179,"['bu', 'ribka', 'dokter', 'jahat', 'polisi']"
2180,"['gk', 'kartu', 'kis', 'gunakn', 'dsluruh', 'indonesiaa', 'bagaiman', 'laen', 'daerah', 'bayar', 'lge']"
2181,"['bu', 'ribka', 'indonesia', 'pada']"
2182,"['wajib', 'anggota', 'dewan', 'sbg', 'wakil', 'masyarakat', 'juang', 'penting', 'rakyat']"
2183,"['evaluasi', 'sya', 'gunungklu', 'suami', 'obat', 'turun', 'gunung', 'kota', 'perjlanannya', 'jmsblum', 'rs', 'hrus', 'rujuk', 'dri', 'puskesmas', 'yg', 'berjrak', 'mnit', 'speda', 'itu', 'klu', 'rs', 'obat', 'yg', 'pling', 'mcam', 'yg', 'mcam', 'beli', 'apotikskrang', 'suami', 'jarang', 'rs', 'cek', 'up', 'apotik', 'yg', 'dngan', 'puskesmas', 'sedia', 'sya', 'pilih', 'tdk', 'bayar', 'bpjs', 'puskesmas', 'tpi', 'tdk', 'obat', 'rs', 'tdk', 'obat']"
2184,"['ga', 'kls']"
2185,"['mudah', 'database', 'coneksional', 'sofisticated', 'mesti', 'anggota', 'dpr', 'detail', 'tugas', 'bpjs']"
2186,"['hormat', 'masuk', 'cek', 'ikut', 'kis', 'banyak', 'gratis', 'tanggung', 'negara', 'biaya', 'iur', 'bulan', 'tingkat', 'desa', 'cek', 'banyak', 'yg', 'kis', 'yg', 'gratis', 'orangbya', 'kaya', 'cek', 'salah', 'anggota', 'klrga', 'yg', 'kis', 'gratis', 'salah', 'okok', 'timbang', 'kis', 'gratis', 'kuat', 'beli', 'rokok', 'masak', 'kuat', 'iur', 'bpjs', 'ajar', 'masyarakat', 'tdk', 'tuntut', 'gratis', 'contoh', 'korea', 'selatan', 'bpjs', 'sadar', 'wajib', 'bayar', 'bpjs', 'korea', 'selatan', 'asli', 'kerja', 'asing', 'datang']"
2187,"['ix', 'dpr', 'ri', 'rakyat', 'tolak', 'naik', 'iur', 'bpjs', 'saudarasaudara', 'yg', 'bpjs', 'mandiriklo', 'keluarga', 'org', 'bayar', 'angsur', 'motor', 'bayang', 'klo', 'keluarga', 'org', 'kelas', 'ayo', 'kelas']"
2188,"['bpjs', 'kerja', 'rakyat', 'yg', 'sakit', 'miskin', 'sejahtera', 'rakyat', 'yg', 'untuk', 'hidup']"
2189,"['moga', 'depan', 'tri', 'sehat', 'bu']"
2190,"['ansor', 'juang', 'rakyat', 'miskin']"
2191,"['ribka', 'ni', 'partai', 'perintah', 'tetep', 'ngritik', 'perintah', 'moga', 'gitu']"
2192,"['byr', 'bpjs', 'murah', 'klo', 'tp', 'klo', 'keluarga', 'org', 'lbh', 'berat', 'krn', 'butuh', 'hidup', 'bkn', 'bpjs']"
2193,"['lucu', 'tau', 'jawab', 'wkkkwkw', 'pintar']"
2194,"['ratu', 'wulan', 'fraksi', 'nasdem', 'top']"
2195,"['kerudung', 'hijau', 'bu', 'wulan', 'pinter', 'jg', 'love', 'bu']"
2196,"['lupaa', 'sejahtera', 'tenaga', 'kesehatanya', 'yaa', 'paaak', 'buuk', 'fasilitas', 'sehat', 'sajaaa', 'heee']"
2197,"['klo', 'usul', 'mutih', 'serta', 'bpjs']"
2198,"['dirut', 'yg', 'tdk', 'pandai', 'kelola', 'usaha', 'copot', 'ajdipertahanin', 'gak', 'rubah', 'bangkrut', 'terusssharus', 'ajar', 'pssi', 'rekrut', 'dirut']"
2199,"['kalo', 'dokter', 'ga', 'dagang', 'dokter', 'susah', 'bu', 'kuliah', 'bayar', 'biaya', 'dokter', 'jtm', 'otomatis', 'dokter', 'ken', 'modal', 'tolong', 'tuh', 'tangkepin', 'oknum', 'morotin', 'fk']"
2200,"['cakep', 'bu', 'yg', 'sehat', 'pikir', 'yg', 'duduk', 'manis', 'situ']"
2201,"['ix', 'dpr', 'ri', 'rakyat', 'indonesiakami', 'tolak', 'naik', 'bpjs', 'negara', 'tdk', 'bisnis', 'rakyat', 'tangung', 'negara']"
2202,"['bpjs', 'amburadultetep', 'aja', 'kalo', 'abu', 'janda', 'denny', 'siregar', 'eko', 'kuntadhi', 'genk', 'psi', 'salah', 'anies', 'baswedanbukan', 'salah', 'perintah']"
2203,"['ix', 'dpr', 'ri', 'rakyat', 'tolak', 'naik', 'bpjs', 'toloooong', 'dewan', 'bantu', 'rakyat', 'jelata']"
2204,"['mana', 'negara', 'sehat', 'rakyat', 'dah', 'jamin', 'negara', 'indonesia', 'rakyat', 'bayar', 'upeti', 'sehat', 'negara', 'sedih', 'bangat']"
2205,"['solusi', 'dpr', 'biar', 'bpjs', 'paham', 'bpjs', 'blm', 'solusi']"
2206,"['dpr', 'banting', 'tulang', 'wakil', 'suara', 'rakyat', 'yg', 'tugas', 'kuping', 'hati', 'otanknya', 'kaya', 'iblis']"
2207,"['rapat', 'ujung', 'jg']"
2208,"['salut', 'aggota', 'dpr', 'komisi', 'ne', 'terima', 'kasih', 'perjuanganx', 'rakyat', 'jujur', 'yg', 'ansori', 'teman', 'rakyat', 'klw', 'naik', 'kelas', 'tamabah', 'susah', 'terima', 'kash', 'anggota', 'dpr', 'komisi', 'ix']"
2209,"['terus', 'juang', 'wakil', 'rakyat']"
2210,"['usul', 'biaya', 'ambul', 'jngn', 'mahal', 'kmrn', 'booking', 'ambul', 'sukabumi', 'pandaan', 'jawa', 'timur', 'rp', 'gak', 'booking']"
2211,"['wanita', 'kerudung', 'pink', 'rapat', 'maen', 'hp', 'ja', 'vorum', 'resmi', 'rapat', 'lo', 'sprti', 'ndak', 'menghrgai', 'skali']"
2212,"['dewan', 'coba', 'cek', 'dokter', 'yg', 'dokter', 'obat', 'yg', 'krn', 'usaha', 'obat', 'target', 'bonus', 'yg', 'kejar', 'bonus', 'tp', 'samping', 'efisien', 'dana', 'perintah', 'obat', 'tekan', 'dgn', 'obat', 'generik']"
2213,"['lom', 'merdekadalam', 'hidup', 'keluarga', 'susah', 'hidup', 'negri', 'surga', 'saking', 'susah', 'hutang', 'istri', 'ku', 'sampek', 'tkw', 'mudah', 'tkw', 'dinegri', 'aneh', 'golong', 'rakuspada', 'harta', 'dunia', 'gila', 'lo']"
2214,"['mending', 'pakai', 'bpjs', 'bpjs', 'beban', 'rakyat']"
2215,"['kemarin', 'keluarga', 'bpjs', 'kelas', 'layan', 'yg', 'sakit', 'gak', 'pas', 'sakit', 'repot', 'tolak', 'sana', 'kaya', 'rumah', 'ngontrak', 'suami', 'cuman', 'nelayan', 'hasil', 'seberapaawalnya', 'bayar', 'rb', 'bl', 'gak', 'jd', 'bl', 'engah', 'paksa', 'nurunin', 'kelas', 'udh', 'berat', 'omg', 'lg', 'jd', 'rbbl', 'jd', 'klo', 'kelas', 'bayar', 'rb', 'fix', 'udh', 'putus', 'turun', 'kelas']"
2216,"['wakil', 'rakyat', 'rapat', 'sibuk', 'dg', 'hp', 'si', 'yg', 'samping', 'lg', 'nonton', 'film', 'porno']"
2217,"['ga', 'kbanyakan', 'rapatyg', 'action', 'baik', 'utk', 'rakyat']"
2218,"['top', 'mantaps', 'bu', 'ribka']"
2219,"['kerudung', 'pink', 'waktu', 'sidang', 'maen', 'hp', 'mulu']"
2220,"['krudung', 'pink', 'ngupil', 'trus', 'main', 'hp']"
2221,"['emak', 'baju', 'pink', 'main', 'hp', 'troooos']"
2222,['ribet']
2223,"['tuju', 'ribka', 'pimpin', 'serta', 'naik', 'tarif', 'serta', 'bpjs', 'mandiri', 'kelas', 'ii', 'cerita', 'yg', 'alami', 'daerah', 'tahun', 'yg', 'jatuh', 'sakit', 'lari', 'rumah', 'sakit', 'rumah', 'sakit', 'biaya', 'keluarga', 'bingung', 'daftar', 'terima', 'bpjs', 'negara', 'pemda', 'keluarga', 'sulit', 'ekonomi', 'kelas', 'iii', 'penuh', 'paksa', 'kelas', 'ii', 'rumah', 'sakit', 'rekomendasi', 'bpjs', 'lega', 'rekomendasi', 'bpjs', 'pikir', 'biaya', 'negara', 'proses', 'daftar', 'serta', 'daftar', 'serta', 'mandiri', 'keluarga', 'cari', 'pinjam', 'distribusi', 'bpjs', 'negara', 'pemda', 'rata', 'tercover', 'cerita', 'harap', 'kasihan', 'contoh', 'yg', 'mana', 'luar', 'saudara', 'yg', 'sulit', 'ekonomi', 'serta', 'mandiri', 'daftar', 'bpjs', 'yg', 'negara', 'pemda', 'tarif', 'mandiri', 'naik', 'percaya', 'pakbu', 'serta', 'mandiri', 'masyarakat', 'yg', 'benarbenar', 'cerita', 'tragis', 'balik', 'yg', 'dgn', 'paksa', 'serta', 'mandiri', 'harap', 'ribka', 'rakyat', 'indonesia', 'kelas', 'beda', 'kelas', 'puji', 'tuhan', 'keras', 'bayar', 'wajib', 'serta', 'mandiri', 'terkadang', 'telat', 'bayar', 'kena', 'denda', 'telat', 'bayar', 'terimakasih']"
2224,"['ihh', 'belah', 'abidin', 'fikri', 'ngupiil']"
2225,"['wakil', 'rakyat', 'kumpul', 'hebat', 'kumpul', 'teman']"
2226,"['vagina', 'colok']"
2227,"['salut', 'harap', 'wakil', 'rakyat', 'dengar', 'tiru', 'sikap', 'bu', 'ripka', 'yg', 'wakil', 'hak', 'rakyat']"
2228,"['mantap', 'dpri']"
2229,"['bayar', 'bpjseh', 'naiksudah', 'lipattaikkk']"
2230,[]
2231,"['stop', 'keikutsertaan', 'bpjs', 'faskes', 'sya', 'sdah', 'bayar']"
2232,"['jorok', 'banget', 'sih', 'baju', 'pink', 'ngupil', 'mulu', 'main', 'hp']"
2233,"['wakil', 'rakyat', 'baik']"
2234,"['yaps', 'bener', 'bpjs', 'bantu', 'yg', 'sakit', 'panjang', 'sisi', 'urus', 'yg', 'ribet', 'kalo', 'sakit', 'rawat', 'rs', 'pake', 'bpjs', 'trus', 'awat', 'jutek', 'dokter', 'cuek', 'ane', 'wajar', 'ajj', 'bpjs', 'ajj', 'hutang', 'rs', 'yg', 'blom', 'claim', 'dana', 'sehat', 'awat', 'pasien', 'rs', 'yg', 'pake', 'bpjs', 'bayangin', 'ajj', 'bpjs', 'hutang', 'milyar', 'rumah', 'sakit', 'bulan', 'utang', 'bpjs', 'yg', 'blom', 'bayar', 'ajj', 'rumah', 'sakit', 'menteri', 'gk', 'liat', 'dri', 'situ', 'gmna', 'klo', 'mkin', 'karyawan', 'bpjs', 'so', 'mnurut', 'gw', 'mending', 'bpjs', 'atur', 'ulang', 'tata', 'klo', 'usut', 'sampe', 'akar', 'klo', 'kga', 'bsa', 'bubarin']"
2235,"['bravo', 'bu', 'ribka', 'suara', 'persen', 'suara', 'rakyat']"
2236,"['suara', 'rakyat', 'wakil', 'wakil', 'rakyat', 'komisi', 'ix', 'dpr', 'ri', 'salut', 'beliau', 'beliau', 'ubah', 'periode', 'bahas', 'sengsara', 'rakyat', 'yaaa', 'sabar', 'sajasistem', 'bpjs', 'bagussebagian', 'bilang', 'lancar', 'dsbtapi', 'nyata', 'moga', 'ubah']"
2237,"['sehat', 'didik', 'dll']"
2238,"['dprr', 'yg', 'uban', 'mantab']"
2239,"['naik', 'bpjs', 'kalo', 'batal', 'smg', 'mampus', 'yg', 'ketuk', 'palu']"
2240,"['dewas', 'mcm', 'tahimuak', 'dengernya']"
2241,"['bubar', 'bpjsbikin', 'rugi', 'negarabikin', 'makan', 'duit', 'haram', 'jabat', 'situ']"
2242,"['survey', 'miskingmn', 'survey', 'yg', 'bayar', 'duit', 'rakyat', 'survey', 'aj', 'tahi', 'ayambnyk', 'yg', 'betulyg', 'dpt', 'bantu', 'bpjs', 'gratiskerja', 'dinas', 'sosial', 'nigur', 'ngawur', 'ndk', 'seleksi', 'bener', 'bener']"
2243,"['pokitik', 'identik', 'dg', 'busuk']"
2244,"['mantulll', 'bu', 'ripkacuci', 'otak', 'jabat', 'yg', 'tolol', 'bin', 'kok', 'ngawurdlm', 'solusi']"
2245,"['tolong', 'bp', 'dewan', 'yg', 'hormat', 'klo', 'rapat', 'jgn', 'ketawa', 'ketiwi', 'biar', 'denger', 'perintah']"
2246,"['yg', 'bungkusntar', 'basihbangterlalu', 'bungkusujungnya', 'berkas', 'simpan', 'lemari', 'rak', 'yg', 'bawahdan', 'tindis', 'yg', 'laindan', 'terbengkalaiyg', 'derita', 'kembali', 'rakyatkasian', 'negri', 'tinggi', 'politik', 'maling', 'nyayg', 'citra', 'melulu']"
2247,"['tegang', 'maling', 'introgasi', 'salah', 'tingkah', 'deg', 'degan']"
2248,"['kesini', 'gara', 'perintah', 'hutang', 'rs', 'muhammadiyah', 'haduhhhh']"
2249,"['rumah', 'sakit', 'negara', 'yg', 'rumh', 'skit', 'swasta']"
2250,"['ak', 'rumah', 'sakit', 'jaya', 'pura', 'sentani', 'kyak', 'gudangkotor', 'rumah', 'sakit', 'kyak', 'brpenghuni']"
2251,"['bubarin', 'ajaaaa', 'it', 'bpjs', 'org', 'bpjs', 'makmurr']"
2252,"['yg', 'pake', 'hijab', 'pink', 'keren', 'rapat', 'sibuk', 'maen', 'hp', 'sibuk', 'ngupillanjutkan', 'bu', 'jgn', 'kasi', 'kendor']"
2253,"['ri', 'moga', 'istiqomah', 'tunjuk', 'kerja', 'baik', 'bpjs', 'bawa', 'anggota', 'meeting', 'dpr', 'siapin', 'data', 'kaloperlu', 'supervisor', 'teknis', 'bahas', 'detail', 'sekarng', 'kerja', 'ga', 'kah', 'meeting', 'minggu', 'bahas', 'perfomrance', 'data', 'koq', 'detail', 'supervisor', 'mu', 'ngapain', 'aja', 'pemilian', 'faskes', 'alas', 'penuh', 'awan', 'ikhlas', 'gotong', 'royong', 'bpjs', 'manfaat', 'ikhlas']"
2254,"['kerennnnn', 'ribka']"
2255,"['kartu', 'salah', 'sasar', 'pendataanya', 'pake', 'statustik', 'data', 'masyarakat', 'libat', 'rtrw', 'desa', 'kelurahanhanya', 'konsultan', 'yg', 'mengopy', 'paste', 'sikat', 'abis', 'dewan']"
2256,"['koq', 'jdi', 'gagal', 'fokus', 'sma', 'yg', 'pke', 'kerudung', 'pink', 'yaangupil', 'mulu', 'gaesswkwkwkkwkwk']"
2257,"['mantaaappp', 'bu', 'ribka', 'tolong', 'bu', 'henti', 'juang', 'rakyat', 'sehat', 'bu', 'ribka']"
2258,"['beliau', 'fraksi', 'pdi', 'lho', 'ngomong', 'anak', 'buah', 'jokowi', 'amat', 'mudah', 'mudah', 'lubuk', 'hati', 'ngelabuhi', 'rakyat']"
2259,"['nama', 'dpr', 'wakil', 'rakyat', 'hormat', 'bu', 'komisi', 'mantabs']"
2260,"['moga', 'idealisme', 'tahun', 'depan', 'aamiin']"
2261,"['kuapookkkk', 'bpjs', 'semrawut', 'banyak', 'korupsi', 'program', 'perintah', 'kalah', 'swasta', 'logika', 'mana']"
2262,"['respect', 'bu', 'ribkanegara', 'tdk', 'bisnis', 'dgn', 'rakyat']"
2263,"['gagal', 'bpjs', 'gk', 'yni', 'booooos']"
2264,"['pake', 'bpjsnon', 'bpjs', 'kalo', 'kelas', 'diskriminasi', 'senyum', 'layan', 'kecewa', 'rsud', 'kab', 'tegal', 'dokter', 'tau', 'kondisi', 'emang', 'icu', 'karna', 'udah', 'drop', 'putus', 'dokter', 'sampe', 'bener', 'drop', 'bangett', 'icu']"
2265,"['bravo', 'ansory', 'siregar', 'tjitaning']"
2266,"['teryata', 'indonesia', 'kalah', 'dgn', 'malaysia', 'klu', 'mslh', 'sehat', 'sistim', 'dana', 'didik', 'dri', 'sma', 'sd', 'gratis']"
2267,"['mampus', 'lo', 'dirut']"
2268,"['bagus', 'partai', 'pks']"
2269,"['polisi', 'ngilang', 'sehat', 'dokter', 'ngilang', 'sakit']"
2270,"['yg', 'main', 'hp', 'gk', 'mikirrrrr']"
2271,"['yg', 'kyabegini', 'yg', 'awa', 'tnggu']"
2272,"['dpr', 'warass', 'kayak', 'gin']"
2273,"['mafia', 'susah', 'warga', 'smg', 'modar', 'mangapkami', 'rakyat', 'yg', 'bayar', 'nomer', 'naikkanbangsat', 'yg', 'naik', 'itusmg', 'sakit', 'strok', 'tujuh', 'turun']"
2274,"['slalu', 'doa', 'allah', 'swt', 'moga', 'indonesia', 'bangun', 'pancasila', 'kabinet', 'amanah', 'indonesia', 'baldatun', 'toyibatun', 'warobbun', 'goffur', 'insya', 'allah', 'penting']"
2275,"['terima', 'kasih', 'kpd', 'bapakibu', 'wakil', 'rakyat', 'yg', 'suara', 'aspirasi', 'rakyat', 'moga', 'amanah', 'lancar', 'dlm', 'emban', 'tugassemoga', 'bawah', 'lindung', 'allah', 'swt', 'kpd', 'yth', 'bpk', 'menteri', 'kesehatansemoga', 'bpk', 'jalan', 'baik', 'dri', 'masalah', 'utk', 'indonesia', 'yg', 'nkrimerdeka']"
2276,"['klo', 'bu', 'ribka', 'negara', 'bisnis', 'rakyatnyatapi', 'fakta', 'bumn', 'tuh', 'bu', 'untung', 'tarif']"
2277,"['naik', 'layan', 'baik']"
2278,"['tanya', 'benefit', 'tambah', 'pasien', 'bpjs', 'sehat', 'kelas', 'iur', 'rp', 'ribubisakah', 'rs', 'dekat', 'faskes', 'repot', 'rujakrujuk', 'dokter', 'umumgigi', 'praktek', 'faskesadakah', 'tingkat', 'nilai', 'kapitasi', 'layan', 'bpjs', 'sehat', 'audit', 'external', 'independen', 'kait', 'nilai', 'klaim', 'rs', 'yg', 'kabar', 'nilai', 'overmark', 'up', 'gaji', 'direksi', 'bpjs', 'sehat', 'berita', 'menkes', 'korban', 'gaji', 'sumbang', 'bpjs', 'sehat', 'gaji', 'pns', 'kemenkes', 'sukarela', 'bpjs', 'sehat', 'berita', 'citra', 'suka', 'nyesal', 'bayar', 'pajak', 'pemerinta', 'lancar', 'ada', 'ratus', 'mobil', 'dinas', 'hybrid', 'milyaran', 'ketimbang', 'cari', 'solusi', 'cerdas', 'kait', 'bpjs', 'sehat']"
2279,"['nonton', 'baca', 'komen', 'like']"
2280,"['ribka', 'hebat']"
2281,"['sedih', 'banget', 'bayar', 'bpjs', 'ngegajih', 'pegawai', 'gilir', 'sakit', 'kartu', 'bpjsnya', 'gak', 'pakai', 'alas', 'dri', 'rs', 'kamar', 'penuh']"
2282,"['gaya', 'dpr', 'rapat', 'nembela', 'rakyat', 'kenyataanya', 'aja', 'korupsi']"
2283,"['kartu', 'guna']"
2284,"['buang', 'bpjs', 'diskriminasi']"
2285,"['anggap', 'komunis', 'ajar', 'pancasila', 'undangundang', 'dasar', 'nawa', 'cita', 'karno']"
2286,"['bagus', 'rapat', 'wakil', 'rakyat', 'lurah', 'sampe', 'tri', 'presiden', 'tayang', 'youtobebiar', 'masyarakat', 'tau', 'yg', 'susun', 'perintah']"
2287,"['dokter', 'and', 'rumah', 'sakit', 'system', 'korupt']"
2288,"['yg', 'kerudung', 'pink', 'kayak', 'nggak', 'beban', 'yg', 'ikut', 'dlm', 'rapat']"
2289,"['technology', 'jalan', 'korupt']"
2290,"['kalo', 'bpjs', 'milu', 'jarang', 'yg', 'milih', 'kowi']"
2291,"['system', 'tubi', 'tubi', 'sebab', 'program', 'kerta', 'system', 'korupt']"
2292,"['alangkah', 'baik', 'bubar', 'bpjs', 'setan', 'bajing', 'peras', 'rakyat', 'brengsek', 'yg', 'nerbitin', 'perpu', 'wajib', 'iur', 'bpjs', 'setan']"
2293,"['kaya', 'pt', 'asabri', 'tentara', 'sakit', 'pangkat', 'apa', 'sakit', 'rawat', 'dmnapun', 'tetrp', 'kelas', 'tp', 'gilir', 'rs', 'ngeklaim', 'pret', 'bsdan', 'pelaksanaanya', 'nooooollllll']"
2294,"['ribka', 'tjiptaning', 'vs', 'jokiwo', 'bagus', 'kualifaitmanamana', 'dukung', 'suara', 'dongsama', 'pdi', 'tu']"
2295,"['yg', 'pake', 'kerudung', 'pink', 'sibuk', 'ngurusin', 'bisnis', 'mainin', 'hp', 'mulu']"
2296,"['bobrok', 'aparatur', 'negara', 'inisampai', 'modar', 'gin']"
