,Comment,english_translate,polarity,Label
544,suka tidak suka aku perhatikan pengikut atau tidak pengikut setia boss darling mau mengkudeta pemerintah sah dng alasan elit global bersembunyi di pemerintahan atau mau membuat negara sendiri dan sekalian dunia sendiri yang menggunakan prinsip bumi datar dan konspirasi kosong lainnya suka tidak suka iya atau tidak tapi kenyataannya gitu meakipun sebatas aksi pasif tapi terasa sekali keinginan nya buat dunia atau negara sendiri,"Like it or not, I pay attention to followers or not loyal followers of the boss darling who want to coup the legitimate government on the grounds that the global elite is hiding in the government or want to create their own country and as well as the world itself that uses the principle of flat earth and other empty conspiracies like it or not, but the truth is so Even though it is limited to a passive action, it feels like its desire for the world or its own country",0.09021164021164021,2
546,vaksin apa gak masuk akal virusnya dari sana anti virusnya dari sana juga asli bangsat,the vaccine doesn't make sense the virus from there the anti-virus from there is also a real bastard,0.2,2
548,kami dari pt sentral koneksi internasional memiliki chemical disinfektan bernama everbrite plus dengan bahan dasar quartemary ammonium chloride qac ukuran everbrite kami dalam pail yaitu liter bahan dasar adapun kelebihan bahan dasar qac adalah sebagai berikut lebih tahan lama dibandingkan alkohol yang mudah menguap membunuh lebih banyak jenis bakteri aman untuk digunakan tidak menyebabkan korosi pada jenis jenis besi tidak mudah terbakar tanpa bau everbrite plus bisa digunakan untuk direction of use disinfectan ml untuk liter air maka bisa mendapatkan cairan disinfektan siap pakai sebanyak liter sanitizing ml untuk liter air maka bisa mendapatkan cairan sanitasi siap pakai sebanyak liter fogging ml untuk liter air maka bisa mendapatkan cairan fogging siap pakai sebanyak liter produk kami telah dites oleh lab sgs malaysia dan terbukti telah efektif membunuh macam sampel virus coli staphylococcus aureus dan salmonella sebesar deskrpsi terlampir juga serta memiliki sertifikasi halal dari malaysia bila ada pertanyaan lebih lanjut mengenai everbrite plus kami akan senang untuk menjelaskan lebih lanjut,we from central pt international connection have a chemical disinfectant called everbrite plus with the basic ingredients of our everbrite quartemary ammonium chloride qac in a pail which is a liter of base material while the advantages of qac are as follows are more durable than volatile alcohol kills more types of safe bacteria for use does not cause corrosion in non-flammable types of iron without the smell of everbrite plus can be used for direction of use disinfectant ml for liters of water so you can get ready-to-use disinfectant liquid as much as liters of sanitizing ml for liters of water then you can get ready-to-use sanitizing fluids as much as liters fogging ml for liters of water then you can get ready-to-use fogging liquid as much as liters of our product has been tested by the Malaysian SGS Lab and proven to have been effective in killing various kinds of Staphylococcus aureus and salmonella coli virus samples for the attached description as well as having halal certification from Malaysia If you have further questions regarding Everbrite Plus we will be happy to explain further,0.18000000000000002,2
551,yang penting berdoa lah kepada yang menciptakan apapun adalah allah semoga vaksin cepat ditemukan dan seperti kondisi biasanya hehe telat dan subscriber baruuuu,"the important thing is to pray to the one who created anything is God that the vaccine will be found quickly and as usual, hehe is late and the subscriber is new",0.06393939393939395,2
554,terimakasih kepada tuhan sudah memberikan virus yang akhirnya membuat saya sadar bahwa kesombongan saya berkerja di pariwisata laut tidak akan kuat melawan pandemi sekarang saya lebih bersyukur masih sehat walaupun sudah di pecat dari kapal,"thanks to God for giving me the virus which finally made me realize that my pride in working in marine tourism would not be strong against the pandemic, now I am more grateful that I am still healthy even though I have been fired from the ship",0.32666666666666666,2
555,basic human beings who expect too much,basic human beings who expect too much,0.06666666666666667,2
562,tunggu aman aja dulu nanti kalo vaksinnya enggak aman nanti kita jadi zombie lagi,"Just wait for it to be safe. If the vaccine isn't safe, we'll become zombies again",0.5,2
573,mc biasanya kmn suaranya kek beda,mc usually the sound is different,0.05000000000000001,2
576,neuron sudah sampai pada level kok bisa collab dong bang dengan kok bisa biar fan kok bisa juga bisa meliat channel abang dan abang bisa dapat juta subs amin,"The neuron has reached the level, how come it can collab, bro, how come it's possible so that the fan can also be able to see the channel, brother and brother, can get million subs amen",0.25,2
578,vaksin nya aman kan,the vaccine is safe right?,0.39285714285714285,2
580,sukaa bettt channel iniii sama seperti channel sisi terang dan tahukah kamu,love bettt this channel is the same as the bright side channel and did you know,0.4000000000000001,2
581,dublingnya lebih bagus yang sebelumnya kalo yang sekarang terkesan kaku dan tergesa gesa,The dubling is better than before. The current one seems stiff and hasty,0.09523809523809523,2
585,lebih bagus animasi neuron dari pada kok byisa,neuron animation better than byisa,0.5,2
586,menunggu saja lah sampai benar aman sementara tetap mengikuti anjuran pemerintah untuk melaksanakan protokol covid terimakasih videonya nyaman dilihat dan mudah dipahami karena gambar yang keren semangat untuk tetap berbagai ilmu,"just wait until it is completely safe while still following the government's recommendation to implement the covid protocol, thank you, the video is comfortable to see and easy to understand because the image is cool, the spirit to keep various knowledge",0.2805555555555556,2
588,pengisi suara yang lama dimana ya,where is the old voice actor?,0.1,2
591,kok suara neuron berubah,how come the sound of neurons changes,0.4,2
592,enakan dubbing yang dulu nihh,Enjoy the old dubbing,0.25,2
594,terus berkarya bagus banget karya nya kreatif,continue to work really good creatives,0.7,2
595,di awal ada baiknya jelasin dulu vaksin itu apa sih diambil dr virus yang dilemahkan kah atau drmana terus baru bahas proses vaksin dbuat kalau gak salah mulai indonesia sudah mau ngevaksin kan ya juta vaksin sudah dpesan dan sudah masuk fase,"At the beginning, it's good to first explain what the vaccine was taken from the weakened virus or where, then, just discussing the process of vaccines, if I'm not mistaken, starting from Indonesia, I want to vaccinate right, millions of vaccines have already been ordered and have entered the phase",0.30892857142857144,2
596,vaksin bu ningsiu manjur,Bu ningsiu vaccine is effective,0.6,2
598,kalau menurut saya sih mending kita nunggu vaksinnya aman masalahnya vaksin yang dipercepat tapi kepastiannya belum bisa dijamin kalo ada hal hal yang tidak diinginkan pasti ujungnya berbahaya apalagi kalo ada mutasi virus,"In my opinion, we better wait for the vaccine to be safe, the problem is that the vaccine is accelerated, but the certainty cannot be guaranteed if there are things that are undesirable it will definitely end up dangerous especially if there is a virus mutation",0.08,2
599,virus corona tuh ibaratnya seperti bumi terkena penyakit tertentu yang obatnya masih tidak diketahui hanya khayalanku,"The corona virus is like the earth being hit by a certain disease whose medicine is still unknown, it's just my imagination",0.057142857142857134,2
602,di kolom komentar kok banyak time traveler ya,"in the comments column, how come there are many time travelers?",0.5,2
605,pertama uhuy,first uhuy,0.25,2
607,aku bukan first,I'm not the first,0.25,2
613,guna daun sireh halia serai buat veksin sendiri lagi aman pakai ubat traditional indonesia boleh,"use of lemongrass halia leaves for veksin itself, it's safe to use traditional Indonesian medicines",0.25,2
616,kenapa tidak membuat atau memikirkan yang terbaik,why not make or think of the best,1.0,2
617,pikirin vaksin terus kpn sekolah di buka kpn ekonomi mau pulih kalau terlalu fokus vaksin covid yang ada krisis pendidikan dan krisis ekonomi dijajah covid jd segala nya pada tunduk sama covid,"Think about vaccines and keep going to school when the economy is about to recover if it's too focused on the covid vaccine, there is an education crisis and an economic crisis colonized by Covid so everything is subject to Covid",0.016666666666666677,2
619,november ini vaksin sinovac belum bisa digunakan di indonesia karena hanya cocok untuk wilayah china itupun menunggu hasil uji klinis,This November the Sinovac vaccine cannot be used in Indonesia because it is only suitable for the China region and even then awaiting clinical trial results,0.275,2
621,emang idealnya tahun baru aman ini fase belom selesai,emang ideally this safe new year phase has not been completed,0.5121212121212121,2
624,sumber vaksin itu datang dari tiongkok secara logika apakah semua rakyat tiongkok yang jumlahnya mencapai miliaran lebih sudah mendapatkan vaksinasi karena hal tersebut tidak ada beritanya negara asal tidak akan memproduksi vaksin buat negara lain jika kebutuhan akan vaksin di dalam negeri nya belum terpenuhi ada apakah gerangan,"the source of the vaccine comes from China. Logically, whether all the Chinese people who number more than billions have received vaccinations because there is no news that the country of origin will not produce vaccines for other countries if the need for vaccines in their country has not been met, what is it?",0.15625,2
628,sebenernya darurat ya ok aja,"it's actually an emergency, ok",0.25,2
629,jadi inget berita dulu corona di china sampai banyak yang pingsan tengah jalan tapi saya gaparnah liat orang ky gitu ey hmm,So remember the news of Corona in China until many people passed out on the way but I never saw people like that ey hmm,0.5,2
634,jangan lagi ada dusta di antara manusia ya corona mau datangnya lebaran banyak yang di phk setelah banyak phk transportasi di longarkan psbb mulai di superlongarkan mau ada pilkada psbb di aktifkan lagi masker harus pakai produk resmi monopoli pertanyaan saya kalau pakai masker resmi apa ada yang mau menjamin orang itu aman tidak kena virus ujung orang kecil jadi korban lagi saya berdoa semoga bencana besar yang lebih dasyat dari aceh cepat datang biar damai negriku,"No more lies among humans, yes, corona wants to come for Eid, many of them are dismissed after many layoffs, the transportation is released, PSBB starts to be super-relaxed if there is a PSBB election to be activated again, the mask must use official monopoly products. the person is safe, does not get the virus, the tip of the small person becomes a victim again, I pray that a great disaster that is more terrible than Aceh will come soon so that the peace of my country",0.1425,2
638,disetujui hanya untuk di china saja sampai uji klinis fase selesai di uji di china terus apa kabar indonesia,approved only for in China only until the clinical trial phase is complete in testing in China continue how are you in Indonesia,0.03333333333333333,2
641,top idi,top idi,0.5,2
642,lagunya kaya kenal kaya lagu tv one,the song is rich like the tv one song,0.375,2
645,cegahlah covid dengan minyak herbal jum untuk meningkatkan imun kekebalan tubuh terhadap virus bakteri jahat dan mencegah penurunan kadar oksigen didalam tubuh sudah terbukti lebih dari penyakit sembuh setelah minum minyak herbal jum ini tanpa bahan kimia tanpa efek samping apapun minyak herbal jum ini diproses dari bahan vco carrot oil kunyit bawang putih sudah tersedia di tokopedia bukalapak shopee salam sehat kita semua,"prevent covid with jum herbal oil to increase the body's immunity against bad bacteria viruses and prevent a decrease in oxygen levels in the body has been proven to be more of a cure after drinking this herbal oil without chemicals without any side effects. This herbal oil is processed from vco carrot ingredients. Garlic turmeric oil is already available at Tokopedia, Shopee, Token, greetings to our health",0.06666666666666672,2
646,idi akan lebih terlihat jelas membantu masyarakat bila jrx bebas,Idi will be more visible to help society if JRX is free,0.45,2
648,corona nambah terus sampai lbih tiap hari lbih itu rumah sakit muat apa saya kurang yakin tiap hari nambah buktinya jakarta kliaranya aman aja,"Corona continues to add up to more every day, what will the hospital load be, I'm not sure every day is adding proof that Jakarta is just safe",0.25,2
649,dulu saya pernah ngayal gimana ya rasanya ga sekolah tahun eh ternyata benar di kabulin,"I used to imagine how it felt like I didn't go to school in the past, but it turned out to be true in Kabulin",0.04999999999999999,2
653,jika ada sesuatu yang dapat membunuh lebih dari juta orang dalam satu dekade mendatang kemungkinan besar itu adalah virus yang sangat menular bukan rudal melainkan mikroba bill gates,If there is something that can kill over a million people in the next decade it is most likely a highly contagious virus - not a missile but a microbial bill gates.,0.165,2
655,vaksin harus disimpan di tempat yang super dingin temperaturenya untuk menjadikannya efektif indo perlu gudang penyimpanan dengan penyesuaian temperature ruangan yang sangat luas karena indo butuh lebih dari juta dosis vaksin dan pendistribusiannya amat sangat rumit di negara tempat tinggal saya pendistribusiannya sudah direncanakan jauh lebih dulu sebelum vaksin mulai diedarkan akhir november itupun masih kurang ada fase pendistribusian untuk paramedis guru tentara polisi firefighters dsbnya untuk manula tahun keatas dan mereka yang memiliki penyakit penyerta kalangan rentan untuk semua vaksin adalah virus yang sudah dinon aktifkan yang berguna bagi imunitas tubuh,"Vaccines must be stored in a super cold temperature to make them effective. Indo needs a storage warehouse with a very wide room temperature adjustment because Indo needs more than million doses of vaccine and the distribution is very, very complicated in the country where I live, the distribution has been planned long before the vaccine starts circulated late November and even then there is still a lack of a distribution phase for paramedics, teachers, soldiers, police, firefighters, etc. for seniors years and over and those who have comorbidities among the susceptible to all vaccines is a deactivated virus which is useful for body immunity",0.01396969696969697,2
657,so that guy is real time traveller,so that guy is real time traveler,0.2,2
660,suka miris liat komen research dulu baru komen dasar netijen sokan tau padahal info cmn dengar dari mulut ke mulut woyy rajin baca deh jangan kebanyakan baca berita murahan dan teori konspirasi yang gak kredibel dan valid,"like it's sad to see the research comments first, then the basic comments of netijen so you know even though you hear information from mouth to mouth, woyy reads diligently, don't read too much cheap news and conspiracy theories that aren't credible and valid",0.11000000000000001,2
665,bnar gak di bulan november ini sudah mulai pmberian vaksinansi pada msyrkt saya brhrap jangan php karena virus ini usaha saya jadi hncur dan bngkrut saya sgt brharap skli biar saya bisa mncari modal lagi buka usaha lagi,"Is it true that in November, I started giving vaccinations on my site, don't php because this virus my business broke and I went bankrupt. I hope now so I can look for capital again to open a business again",0.175,2
667,mantap pemerintah bikin wang dan bikin hutang,steady the government makes money and creates debt,0.16666666666666666,2
669,bocil tahun nabung buat beli ps mainan dll bocil tahun nabung buat beli vaksin,year old kid saves to buy ps toy etc. leaked year saves to buy vaccine,0.1,2
670,apa vaksin ini aman bagi penderita penyakit seperti hepatitis virus dan lain nya,is this vaccine safe for people with diseases such as viral hepatitis and others,0.25,2
672,heyyy bisnis pemerintah lancar dimana keluar dana dampak covid sampai sekarang saya sring keluar ksana kmri sudah blan lbih kenapa gak ada ap heyyy bisnis kalian sangat mntappp,"heyyy, the government business is running smoothly, where the impact of covid funds has come out until now I often go out there, already months, why is there no ap heyyy your business is very interested",0.36250000000000004,2
673,ngakak,LOL,0.8,2
674,denger anak muda yang sehat tidak diprioritaskan,hearing healthy young people is not prioritized,0.3,2
679,oh vaksinnya dari tiongkok wkwk,oh the vaccine from china wow,0.1,2
682,bodo amat lah mau pake vaksin sembuh sendiri apalah asalkan kita semua bisa bebas dari covid nanti miss offline school,"I really don't want to use the vaccine to heal itself, whatever as long as we can all be free from Covid, later miss offline school",0.1375,2
683,gratis nggak nih,it's free,0.4,2
686,kuras terus itu duit negara yang penting banyakin proyek,It continues to drain the state money which is important for many projects,0.45,2
688,nambah lagi beban pemerintah buat sosialisasi dan mengedukasi masyarakat wkwkwk saya menikmati konten kolom komentar ini,adding more to the burden of the government for socializing and educating the public when I enjoy the content of this comment column,0.3,2
690,wkwkwkw tidak mungkin gratiiss,"hahaha, it can't be free",0.30000000000000004,2
691,who walaupun manusia sudah ter vaksin bukan berarti kita selesai dari virus,who even though humans have been vaccinated does not mean we are finished from the virus,0.15625,2
693,saya jga jual vaksin nih cp yang mau gratis tau tidak sah bayar,I also sell the cp vaccines that want to be free or don't pay,0.4,2
698,hahahaha akal akalan dono,hahahaha wit dono,0.2,2
699,usul pak diberi gizi aja lebih aman untuk badan dan daya tahan tubuh kuat sehingga tidak terjangkit penyakit bukan cuma corona,"Sir, I suggest that nutrition is safer for the body and has a strong immune system so that it does not contract diseases not only corona",0.21666666666666665,2
701,kalo vaksin nya dalam bentuk permen saya yakin semua mau di vaksin hhehe,if the vaccine is in the form of candy I'm sure everyone wants the vaccine hhehe,0.35,2
702,logikanya rumah sakit di indonesia menyebutkan tidak memiliki vaksin corona akan tetapi kenapa pasien klu dirawat dirumah sakit bisa sembuh ya coba dijawab para netizen yang budiman,"Logically, hospitals in Indonesia say they do not have the corona vaccine but why do patients who need to be treated at the hospital get cured, try to answer the dear netizens",0.25,2
706,ampuh gak hasil uji coba relawan kok gak di kasih tahu vaksinnya jangan mahal jangan di buat bisnis kaya tes pcr rapid tes alatnya murah rakyat malah bayar mahal,"It's effective, how come the results of volunteer trials are not told how come the vaccines are not expensive, don't make it a business like PCR, rapid tests, the tools are cheap, the people pay dearly",0.4166666666666667,2
708,rb vakis atau gratis untuk kesejahteraan rakyat,rb vakis or free for the welfare of the people,0.4,2
712,nanti kalau ada orang yang masih dak mau di vaksin jangan dipaksa pak biarkan aja mereka mati sendiri negara dah mau berusaha nolong kok di hujat dasar kadrun sontoloyo teruskan pak jokowi semoga berhasil,"Later, if there are people who still don't want to be vaccinated, don't force it, sir, just let them die on their own. The country wants to try to help. Kadrun Sontoloyo, just keep going, Mr. Jokowi, good luck",0.375,2
713,sukses ya sering aja buat penyakit,success is often just for disease,0.3,2
719,kerjanya gak mencolok hasilnya mentereng,the work is not flashy the results are classy,0.175,2
723,semoga lancar sehat serta keadaan normal kembali amiin,Hopefully it will run smoothly and normal conditions will return to normal,0.23333333333333336,2
724,ok,ok,0.5,2
730,berita bahagia dari pemerintah,happy news from the government,0.8,2
732,semoga secepatnya agar tidak banyak korban lagi,hopefully as soon as possible so that not many more victims,0.08333333333333333,2
733,semoga itu benar,hope that's true,0.35,2
736,nah gini kan jadi enak mo demo vaksin segera ditemukan wkkwkw,"well, this will be good, if a vaccine demo is found sooner or later",0.35,2
737,pak secepatnya pak kami pengen masuk sekolah pengen ibadah langsung di gereja pak sudah kangen saya doakan yang terbaik pak,"Sir, as soon as possible, sir, we want to go to school, I want to go to church directly, sir. I miss you, I wish you the best, sir",0.3666666666666667,2
739,vaksin covid siap januari berarti setahun penuh kita nikmati virus corona,the covid vaccine ready for January means that we enjoy the corona virus a full year,0.3166666666666667,2
742,inssyha allah vaksin nya manjur pk itu yang aku harapkan semoga allah kabulkan niat yang suci orang yang mau menolong nyaa sungguh sudah cape sama covid yang kepanjangan sudah pergi malah datang lagi tuh si covid engga mau pergi dari indonesia kaya nya masih ada yang di incar belum pada taubat insyhaf malah makin tambah banyak yang kelakuan kaya setan yu berdo bersama biar covid nya enyah dari negara tercinta ini,"God willing, the vaccine works, pk, I hope that Allah will grant your holy intentions, people who want to help him are really tired of Covid, which has gone too long, covid doesn't want to leave Indonesia, it's rich, there are still those who are not targeted repentance, even more and more people behave like a devil, yu pray together so that the covid leaves this beloved country",0.26785714285714285,2
743,nanti masyarakat dulu baru pemerintah,"later the community first, then the government",0.125,2
744,oke,Okay,0.5,2
746,vaksin satu nya harapan kita semoga berhasil,"the only vaccine, our hope is good luck",0.35,2
747,semoga siap edar di januari dan efektif aaaminnn,hopefully ready for distribution in January and effective aaaminnn,0.4,2
748,akhirnya kembali sekolah kek biasa,finally back to normal school,0.075,2
751,banyak yang sembuh kok saya jg ikut berjuang salam kemanusiaan,many have recovered how come I also fight for humanity,0.5,2
752,netizen jangan suka pada sumpah serapah justru kalau ada vaksin kan kalean bisa pada kerja dg tenang berdoa semoga vaksin ini benar bisa membantai virus nggk usah muluk kalian cukup kasih suport dan berdoa kan lebih bagus kalau indonesia jadi sehati kembali dan bisa kerja dan menjalankan ibadah dg baik,"netizens do not like curse, even if there is a vaccine, kalean can work calmly, pray that this vaccine can actually kill the virus, no need to be grandiose, you just need to give support and pray it will be better if Indonesia becomes healthy again and can work and perform worship properly",0.26,2
754,insya allah setiap cobaan pasti ad jalan keluarnya cobaan datang bukan karna ada sebab atau akibat ikuti arahan dari pemerintah serta aturannya insya allah negara kita tercinta indonesia akan sembuh dari wabah virus corona ini semoga vaksin yang di uji coba berkhasiat dapat menyembuhkan tanpa ad efek samping nya amin amin yarobalalamin,"God willing, every trial is certain that there is a way out of the test coming not because there is a cause or effect following the direction of the government and the rules, God willing, our beloved country Indonesia will recover from this corona virus outbreak. Hopefully the vaccine that is tested can be efficacious without any side effects, amen Amen",0.2828571428571428,2
755,bulan lagi semoga vaksin nya lancar amin dan kita tidak lagi terkena virus covid amin,"in months, hopefully the vaccine will run smoothly and we will no longer be exposed to the covid amen virus",0.4,2
757,mantap,great,0.8,2
758,semoga uji klinis ke ini berhasil,good luck clinical trials into this success,0.5,2
760,semoga cepat ada biar dunia normal lagi,Hopefully there will be a normal world again,0.15,2
762,semoga kita semua sehat selalu dan dijauhkan dari covid tahun akan berakhir indah,I hope all of us are always healthy and kept away from Covid the year will end beautifully,0.675,2
765,harusnya kita mendoakan bukan meremehkan semua medis berusaha sebaik mungkin jadi kita harusx mendoakan,"We should pray, not underestimate, all medical is trying their best so we should pray",0.5,2
766,saya mendoakan agar berjalan dengan lancar amin manjada wajada,I pray that it will run smoothly. Amen Manjada Wajada,0.4,2
768,bismillah semoga vaksinnya siap dalam waktu dekat ini,bismillah I hope the vaccine is ready in the near future,0.10000000000000002,2
773,good job mr president,good job mr president,0.7,2
774,alhamdulillah vaksin covid sudah siap di produksi dan di berikan kepada warga negara tercinta ini semoga vaksin ini berhasil,"Alhamdulillah, the Covid vaccine is ready to be produced and given to the citizens of this beloved country, I hope this vaccine will work",0.44999999999999996,2
776,semoga seluruh negara cepat hilang dan hengkang dari bumi coronanya amiin,I hope the whole country will quickly disappear and leave the earth coronanya amen,0.26666666666666666,2
780,alham dulilah ya allah kembalikan lahhh bumi kuu seperti semulaa,"Alham Dulilah O Allah, return the lahhh of my earth to its original state",0.375,2
781,saya bukan pendukung pak jokowi benci dengan beliau boleh asal hargailah usahanya demi rakyat indonesia doa yang terbaik aja buat kita semua semoga ikhtiar ini membuahkan hasil,"I am not a supporter of Pak Jokowi, I hate him, I may as long as he respects his efforts for the sake of the Indonesian people. Pray for the best for all of us, I hope this effort will bear fruit",0.04999999999999997,2
785,amin puji tuhan semoga lancar dan tidak halangan,"Amen, praise God, hopefully it will run smoothly and not be a hindrance",0.4,2
786,semoga sukses dengan mengucapkan bismilah amin yarobbb,good luck by saying bismilah amen yarobbb,0.7,2
789,semoga bisa normal seperti sebelumnya aamiin,hopefully it can be normal like before,0.15,2
791,russia sudah siap vaksinnya saya sudah nonton terus tuh karena indonesia dan russia negara bersahabat russia bisa impor vaksinnya kita harus bilang terima kasih terhadap vladimir putin,"Russia is ready for the vaccine I have watched it because Indonesia and Russia are friendly countries of Russia, we can import the vaccines, we have to say thank you to Vladimir Putin",0.2875,2
799,semoga sebelum januari laa aku harap jangan sampai tahun baru supaya cepat bisa masuk kuliah,I hope that before January Laa I hope not until the new year so I can quickly enter college,0.23484848484848483,2
802,lebih cepat lebih baik pak semoga indonesia aman baik tentram indonesia pasti bisa,"the sooner the better sir, hopefully Indonesia is safe, good peace, Indonesia can certainly do it",0.47857142857142854,2
806,semangat pak kuatkan pundak insyaallah pandemi cepat berakhir,"spirit, sir, strengthen your shoulders, God willing, the pandemic will end quickly",0.29166666666666663,2
807,semangat berjuang sedikit lagi mudah mudahan semuanya sehat selalu,spirit of fighting a little more hopefully everything is always healthy,0.2708333333333333,2
809,semoga vaksin nya bisa membuat warga indonesia semuanya sehat dan bisa normaal lagi seperti dulu,I hope the vaccine can make all Indonesian citizens healthy and can be normal again like before,0.325,2
813,semoga cepat berlalu covid ini supaya bisa normal seperti dulu,I hope this Covid will pass quickly so that it can be normal as before,0.24166666666666664,2
814,muda mudahan lancar,"young, hopefully smooth",0.25,2
816,hahahaha pakai lah vaksin tuh semoga aja benneran vaksin jangan pula cuma buat dagang,"hahahaha use the vaccines, hopefully the vaccines don't just work",0.2,2
821,puji tuhan,Thanks God,0.2,2
822,semoga vaksin lancar amiiiin,I hope the vaccine runs smoothly,0.4,2
823,bismillah semoga lancar berhasil,bismillah good luck,0.7,2
824,semoga benar adanya,hope it is true,0.35,2
825,kepada yth bapak presiden republik indonesia dengan segala hormat terima kasih kepada bapak presiden yang terus memimpin perjuangan melawan covid saya sebagai rakyat sangat memohon kepada bapak presiden agar distribusinya diawasi langsung oleh bapak presiden agar lancar dan tidak ada pihak pihak yang mengambil keuntungan pribadi ataupun kelompok agar semua lapisan masyarakat dapat menerima vaksinasi secara utuh tanpa ada yang merasa diberatkan khususnya untuk masyarakat di bali pak supaya tempat wisata dunia yang kita banggakan segera kembali hidup dan ceria saya percaya bapak bangsa yang saya miliki saat ini yaitu presiden jokowi mampu melindungi seluruh rakyat indonesia hormat saya david siswanto salah satu pekerja medis,"Dear Mr. President of the Republic of Indonesia with all due respect, thank you to Mr. President who continues to lead the fight against Covid, I as a people really ask the President so that the distribution is directly supervised by the President so that it runs smoothly and no party takes personal or group benefits so that all layers of society can receive vaccinations in their entirety without anyone feeling burdened, especially for the people in Bali, sir, so that the world tourist spots that we are proud of will return to life and be cheerful, I believe that the father of the nation I have today, namely President Jokowi, is able to protect all Indonesian people, my respect, David siswanto one of the medical workers",0.22749999999999998,2
826,berharap yang terbaik,hope for the best,1.0,2
828,makasih pak jokowi tetap waspada pak oknum nya dilapangan nanti banyak untuk meraup keuntungan kantong nya sendiri,"Thank you, Pak Jokowi, keep on alert, sir, there will be many people in the field to reap the benefits of their own pockets",0.55,2
829,allamdulillahh sudah siapp semoga virus corona ini sudah hilang sebelum vaksin ada,"allamdulillah, it's ready, hopefully this corona virus has disappeared before the vaccine is available",0.30000000000000004,2
832,allah itu maha adil semoga dg adanya vaksin covid yang bisa mengurangi angka kematian orang baik orang yang kurang baik dalam ucapan perbuatan di indonesia itu bermanfa at tuk mengurangi kemiskinan pengangguran secara dratis juga bisa meningkatkan pertumbuhan ekonomi yang jauh lebih baik bahkan terbaik sepanjang indonesia merdeka amiin,"Allah is most fair, I hope that with the covid vaccine that can reduce the death rate of good people, people who are not good at deeds in Indonesia, it is useful to reduce unemployment poverty drastically and can also increase economic growth that is much better, even the best as long as Indonesia is independent.",0.35,2
833,mudah an diberikan kelancaran amin,easy to give smooth amen,0.4166666666666667,2
836,semoga cepat berakhir masalah virus corona ini,Hopefully this corona virus problem will quickly end,0.3333333333333333,2
838,alkamdulilahh ya allah semogo selalu sukses,"Alkamdulilahh, Allah Semogo is always successful",0.75,2
839,wah bagus lah,wow that's great,0.45,2
840,cepet banget bukannya perlu min tahun untuk melihat efek jangka pendek jangka panjang,"It's really fast, instead of taking a min of years to see short-term, long-term effects",0.2,2
841,berita bagus vaksin covid siap januari berita buruk yang ngomong bapak jokow,good news covid vaccine ready for january bad news talking Mr jokow,0.0666666666666667,2
842,smangat pak jokowi sehat terus,Jokowi is very healthy,0.65,2
843,semoga vaksinnya benar selesai di bulan januari ya pak jangan diperpanjang terus kabar vaksinnya rakyat menunggu kabar baiknya loh,"I hope the vaccine will be completed in January, sir, don't continue the news about the vaccine, the people are waiting for the good news",0.7,2
845,semoga beneran,I hope really,0.2,2
846,semangat sehat,healthy spirit,0.5,2
847,luar biasa negeriku indonesia mantap semoga pak presiden dan anggota dpr vaksin duluan sebelum kasi sama rakyat ya dong,"Incredible, my country, Indonesia is great. Hopefully the President and members of the DPR Vaccine will go first before giving the people",0.65,2
848,awasi terus pak presiden kita mau hidup kembali sedia kala,"Keep an eye on the president, we want to live again beforehand",0.13636363636363635,2
849,ikut mendoakan supaya semuanya lancar dan berhasil,join in praying that everything will run smoothly and be successful,0.575,2
850,bismillah indonesia pasti bisaa semangat tetap jaga kesehatan sampai nanti vaksin sudah ada yangg sudah terkena semangat kalian pasti sembuh kaliann kuatt indonesia semangat,Bismillah Indonesia can definitely be enthusiastic to stay healthy until later there are vaccines that have been hit by your enthusiasm.,0.3666666666666667,2
851,panjang umur untuk orang jujur di negri ini indonesia bukan kekurangan orang pintar tapi kurang orang jujur,Long live for honest people in this country Indonesia is not short of smart people but less honest people,0.19056895485466915,2
852,ya saya yakin vaksin bakal ada tapi kayaknya kalo nunggu normal lagi bakal lama deh,yes I am sure there will be a vaccine but I think if I wait to normal again it will be a long time,0.19999999999999998,2
856,puji tuhan,Thanks God,0.2,2
858,semoga sukses tuhan yesus pasti beri kemenangan,"Good luck, Lord Jesus will definitely give you victory",0.35,2
859,semoga saja bisa menanggulangi wabah yang membuat kita semua menderita sekarang ini,I hope we can overcome the plague that makes us all suffer right now,0.2857142857142857,2
863,silahkan bapak yang mencoba dulu karena bapak adalah orang yang terhormat,"please, sir, try first because you are an honorable person",0.25,2
864,subhanallah semoga vaksinya berhasil aminnn,"Subhanallah, I hope the vaccination is successful",0.75,2
865,semoga bermanfaat vaksin nya amiin,"I hope the vaccine is useful, amen",0.3,2
866,semoga ini hal yang positif dan benar bisa jadi vaksin covid,I hope this is a positive and true thing to be a covid vaccine,0.28863636363636364,2
871,semoga amin sehat indonesiaku,"Hopefully Amen is healthy, my Indonesia",0.5,2
872,semangatt pakde,enthusiastic sirde,0.6,2
874,alhamdulillah kita harus berpikir positif saja ini demi kebaikan kita semua,"Alhamdulillah, we have to think positively for the good of us all",0.4636363636363636,2
877,semoga berhasil kami rakyat bapak hanya bisa bantu doa,"good luck we, gentlemen, can only help pray",0.35,2
878,semoga uji cobanya berhasil amiiiiin,I hope the test is successful,0.75,2
879,teruslah berfikir positif wahai rakyat indonesia,"keep on thinking positively, O people of Indonesia",0.22727272727272727,2
